start_lat,start_lon,end_lat,end_lon,distance_km,num_passengers,time_of_day,day_of_week,holiday_indicator,demand_supply_ratio,real_time_demand,driver_availability,surge_multiplier,traffic_delay_minutes,temperature_celsius,humidity,visibility,wind_speed,air_quality_index,fuel_price_per_liter,population_density,safety_score,infrastructure_development,event_ongoing,toll_charges,driver_rating,public_transport_proximity,fare_amount,compute_capability,device_ram,hashed_user_id,local_fare_variance,accuracy_drift_score
12.947551,77.571746,34.08565,74.80555,8.0,3,23,1,0,48.0,48,1,15.1,13.7,35.2,65.0,9.7,1.8,99,106.8,25,6.2,8.5,0,16.0,4.5,2.78,1401.54,1.2,2,585577378546953130,2.33,0.38
12.910066,77.605489,23.1959,86.51499,6.5,2,19,4,0,1.96,94,48,1.29,18.5,24.8,80.5,0.5,3.3,92,102.9,33,6.6,8.5,0,0.0,4.0,3.67,214.22,4.8,8,6521911793261686327,0.45,0.33
12.993368,77.538324,30.21121,74.4818,8.3,4,16,4,0,1.37,37,27,1.11,8.3,24.6,74.5,8.3,8.0,88,103.6,29,6.4,8.5,1,16.6,3.7,6.43,269.84,1.2,2,8971668686433324256,0.31,0.18
13.024965,77.663157,14.46693,75.92694,13.7,2,8,6,0,1.76,37,21,1.23,25.1,36.2,64.2,5.9,7.3,75,105.55,14,6.4,8.5,1,0.0,2.3,6.87,382.99,1.2,2,-4506924737353105131,0.05,0.53
13.026948,77.632862,23.18,88.58,12.4,2,20,3,0,1.24,83,67,1.07,14.3,28.0,56.0,12.8,10.7,104,100.95,29,7.2,8.5,0,24.8,3.7,9.86,340.59,4.8,8,5187516143604451683,0.21,0.12
13.002893,77.565378,15.45144,78.14797,19.0,1,17,5,0,2.12,87,41,1.34,13.8,19.8,63.5,1.6,16.3,79,104.1,31,6.7,8.5,0,0.0,2.7,2.79,581.99,4.8,8,3170085378907516085,0.35,0.08
13.052729,77.661798,25.92493,73.66633,8.0,4,10,2,0,2.71,46,17,1.51,12.3,29.0,58.0,13.1,3.2,66,103.85,53,6.2,8.5,0,16.0,5.0,3.21,316.24,2.4,4,-2654166634452882620,0.27,0.41
12.948382,77.551781,34.08565,74.80555,1.3,3,19,1,0,1.35,107,79,1.11,14.6,30.4,56.5,6.7,9.6,33,102.6,31,5.9,8.5,1,0.0,4.9,4.51,82.85,4.8,8,9094125370311637224,0.85,0.19
12.950946,77.684298,26.11527,86.59509,9.4,2,2,4,0,1.25,55,44,1.07,11.5,29.8,91.7,11.4,4.2,84,108.25,24,6.9,8.5,0,18.8,4.5,12.0,282.76,2.4,4,-459947386273052439,0.33,0.32
12.975897,77.592184,21.53889,71.57737,2.6,1,17,2,0,1.63,122,75,1.19,17.8,32.5,69.5,12.9,2.4,112,105.6,39,6.6,8.5,0,0.0,3.0,4.62,86.31,2.4,4,1142764984793469836,0.77,0.51
12.906216,77.532201,30.81383,75.16878,8.9,2,11,2,1,1.69,44,26,1.21,0.0,25.5,48.5,9.2,1.1,113,102.05,41,6.6,8.5,0,0.0,3.0,11.72,252.64,2.4,4,5539541130802838606,0.38,0.25
13.011266,77.629539,15.73628,75.96976,1.9,4,19,2,0,1.74,99,57,1.22,21.8,28.8,80.9,2.1,4.9,114,109.45,22,6.3,8.5,1,0.0,4.3,10.35,111.69,4.8,8,1933240036118277599,0.75,0.26
12.948752,77.519434,20.88197,85.83334,7.1,2,12,1,0,33.0,33,1,10.6,14.2,27.4,73.9,7.3,3.6,79,109.05,24,6.3,8.5,0,0.0,3.2,5.4,1024.26,1.2,2,6286492348188176168,1.39,0.33
12.996432,77.546551,22.10194,85.37752,5.5,4,17,1,0,1.23,112,91,1.07,13.6,26.4,59.7,0.8,5.3,120,100.6,37,5.8,8.5,1,0.0,3.6,12.0,186.35,1.2,2,3041702558281461134,0.58,0.63
12.997476,77.513764,26.44931,91.61356,1.0,1,18,2,0,1.39,92,66,1.12,19.8,34.4,53.0,7.4,14.1,101,108.05,42,6.8,8.5,0,0.0,4.5,7.1,55.61,2.4,4,-4375400790041896807,0.84,0.18
13.004863,77.713709,25.49043,85.94001,2.2,3,13,2,0,36.0,36,1,11.5,11.4,26.3,58.6,0.2,4.9,70,102.2,27,5.2,8.5,0,4.4,3.1,11.09,468.4,4.8,8,-6623192839796913028,0.13,0.46
12.998008,77.618325,21.53889,71.57737,10.0,1,13,3,0,1.39,46,33,1.12,19.6,22.3,70.1,10.6,15.5,96,101.55,25,7.1,8.5,0,20.0,3.3,5.05,327.44,1.2,2,-6382784285201367795,0.17,0.48
12.935971,77.612996,33.37526,74.3092,15.6,2,3,2,0,1.6,32,20,1.18,22.7,26.6,75.7,14.7,22.6,93,102.6,41,6.8,8.5,1,0.0,3.0,1.39,417.53,2.4,4,7486509282137122764,-0.01,0.38
12.997034,77.52603,18.51957,73.85535,11.3,1,16,6,0,1.89,36,19,1.27,15.8,31.5,60.5,7.7,8.9,73,108.0,25,6.9,8.5,0,0.0,4.0,4.18,350.71,4.8,8,-8753769390557547027,0.19,0.74
12.934145,77.54249,24.81757,84.63445,16.1,2,4,1,0,2.22,40,18,1.37,16.9,25.2,51.4,9.5,5.4,74,103.5,48,7.1,8.5,0,0.0,4.0,5.95,472.53,4.8,8,-8556191313137258496,0.15,0.37
12.976454,77.572317,26.44931,91.61356,16.9,1,18,2,0,1.36,101,74,1.11,10.0,27.2,84.1,13.4,1.9,70,108.9,28,5.9,8.5,0,0.0,2.8,1.92,459.81,2.4,4,7486573854807665850,0.14,0.34
13.000952,77.553656,33.37526,74.3092,15.4,1,22,4,0,3.55,39,11,1.76,24.3,18.4,49.2,8.3,1.2,117,104.45,31,6.4,8.5,0,0.0,3.3,12.0,523.24,4.8,8,-7062779666417969553,0.23,0.53
12.93954,77.499822,30.21121,74.4818,2.1,4,12,3,0,33.0,33,1,10.6,18.6,29.6,44.3,10.2,2.0,105,103.45,27,6.3,8.5,1,0.0,2.0,5.56,523.14,4.8,8,1176578204154857359,0.26,0.59
13.037954,77.611612,32.55531,76.12647,10.0,2,19,1,0,1.32,107,81,1.1,17.6,16.9,47.7,10.6,3.9,99,102.6,24,6.0,8.5,1,0.0,4.9,8.83,264.53,4.8,8,2576671284020236379,0.38,0.37
12.990875,77.680615,26.76628,83.36889,25.8,3,0,2,0,4.4,44,10,2.02,12.5,29.2,56.5,12.4,1.2,141,105.6,23,6.6,8.5,1,0.0,3.1,3.04,905.58,2.4,4,-8327582422386687610,1.2,0.18
12.851346,77.58781,15.73628,75.96976,5.2,4,9,4,0,32.0,32,1,10.3,20.1,17.5,44.6,12.5,7.9,55,103.1,20,6.7,8.5,0,0.0,3.0,5.05,832.36,4.8,8,3505553872401181906,1.0,0.3
12.966941,77.62724,9.82564,78.25795,7.2,1,1,0,0,5.75,46,8,2.42,18.8,25.4,78.6,0.8,12.9,88,100.5,22,7.2,8.5,0,14.4,4.9,3.14,324.58,2.4,4,-4683155939863228826,0.19,0.24
12.966077,77.535243,28.98002,77.70636,8.8,4,21,3,0,35.0,35,1,11.2,12.4,31.3,73.5,1.9,27.3,64,103.55,23,6.6,8.5,0,0.0,2.8,4.35,1436.23,4.8,8,-1220013587753943843,2.45,0.3
12.852024,77.605553,25.92127,86.79271,7.2,1,5,1,0,10.25,41,4,3.77,13.5,26.4,86.5,13.1,10.1,105,100.85,28,7.5,8.5,0,0.0,3.0,8.15,394.94,2.4,4,-7125942373902175258,0.07,0.66
13.012924,77.576087,9.57046,76.32756,4.9,3,1,1,0,1.52,35,23,1.16,18.0,23.4,100.0,1.9,12.4,59,101.65,33,6.8,8.5,0,9.8,2.8,3.52,171.15,2.4,4,1140530611487646145,0.57,0.29
12.88183,77.562526,14.46693,75.92694,9.1,2,18,6,1,1.61,87,54,1.18,19.8,30.6,77.5,0.3,3.5,101,109.2,28,7.5,8.5,0,18.2,3.8,1.93,286.54,2.4,4,-6549818409575635032,0.29,0.51
13.028619,77.619859,32.55531,76.12647,17.0,2,14,0,0,1.44,46,32,1.13,12.0,30.8,61.1,10.2,27.1,99,103.25,30,6.5,8.5,0,0.0,4.6,10.07,440.74,2.4,4,-3412309032717329684,0.09,0.69
12.980667,77.54732,9.57046,76.32756,6.3,1,12,1,0,27.0,27,1,8.8,9.5,31.8,56.4,13.1,20.8,99,106.3,12,6.2,8.5,0,0.0,4.7,5.06,875.77,2.4,4,6256122497014247354,1.1,0.27
12.999531,77.660229,18.51957,73.85535,3.0,3,11,5,0,24.0,24,1,7.9,5.6,30.0,63.6,10.0,5.3,63,104.95,30,6.4,8.5,0,0.0,2.9,2.25,371.08,4.8,8,4331099265048018389,0.08,0.48
12.900432,77.646599,25.92127,86.79271,8.1,1,14,1,0,2.6,26,10,1.48,19.8,32.7,84.5,11.1,4.8,80,105.35,25,6.5,8.5,0,0.0,4.3,11.11,253.9,4.8,8,-922185082770182412,0.41,0.29
13.00509,77.661363,19.21667,73.08333,1.3,3,0,6,0,1.87,43,23,1.26,12.3,33.1,80.4,4.7,2.5,90,107.85,33,6.2,8.5,0,0.0,2.1,2.45,64.35,4.8,8,-5525842955424465236,0.8,0.17
13.001162,77.510011,23.49668,86.68363,8.9,3,11,3,0,3.43,48,14,1.73,16.9,23.9,61.4,7.7,19.1,51,101.0,28,6.5,8.5,0,0.0,4.6,1.94,320.64,1.2,2,-4317759679427459219,0.24,0.35
12.949233,77.550493,28.92694,78.23456,2.1,1,6,1,0,1.39,43,31,1.12,4.1,29.9,71.3,1.5,2.5,77,106.55,37,7.0,8.5,0,0.0,4.1,2.41,75.08,4.8,8,-2669407107088740563,0.83,0.02
12.985625,77.596077,10.58806,77.24779,9.4,2,23,5,0,8.2,41,5,3.16,9.2,30.9,92.3,11.2,2.5,97,105.75,27,6.8,8.5,0,0.0,4.4,2.4,475.45,2.4,4,604469598331948104,0.15,0.25
13.071224,77.575537,10.12268,77.54372,12.1,3,10,1,0,4.75,38,8,2.12,23.8,32.0,75.4,2.3,28.9,99,105.5,50,5.9,8.5,0,0.0,3.4,12.0,457.3,4.8,8,-1326486230838645417,0.06,0.59
12.964874,77.621915,12.95629,78.27539,3.0,1,20,1,0,1.53,98,64,1.16,10.7,21.2,92.2,10.3,3.9,107,101.9,22,6.0,8.5,1,0.0,2.7,4.61,92.71,4.8,8,6508992839025904718,0.81,0.05
13.040765,77.614498,28.71271,77.656,3.4,2,3,2,0,1.71,36,21,1.21,15.2,18.9,71.8,6.3,17.1,82,103.95,14,6.7,8.5,0,0.0,4.5,5.18,119.38,4.8,8,5570667638166268484,0.68,0.27
13.018855,77.500296,21.59983,71.21169,3.1,2,9,5,0,1.62,26,16,1.19,23.2,26.1,80.3,10.9,10.0,137,103.35,54,6.4,8.5,1,0.0,3.5,7.71,111.9,4.8,8,7128934968583764115,0.73,0.43
12.953563,77.531368,25.75728,75.37991,2.9,3,8,5,0,24.0,24,1,7.9,6.9,28.1,85.6,1.5,10.5,105,102.7,27,6.2,8.5,1,0.0,2.6,0.85,502.64,4.8,8,3453225911762958755,0.24,0.24
12.923775,77.634315,15.45144,78.14797,10.7,3,20,5,0,1.74,108,62,1.22,20.0,24.4,53.3,9.8,3.6,58,104.45,43,6.2,8.5,0,21.4,3.6,1.81,342.97,4.8,8,2369446398727717546,0.16,0.21
12.912923,77.544139,25.13915,73.06784,1.3,1,0,3,0,29.0,29,1,9.4,21.1,13.2,73.3,11.2,2.2,75,100.7,29,6.4,8.5,0,0.0,2.2,1.78,476.41,2.4,4,8725864053660272921,0.18,0.08
12.972394,77.568592,25.49043,85.94001,11.3,3,14,2,1,3.25,39,12,1.67,7.1,25.8,64.6,8.2,8.2,93,101.2,31,6.8,8.5,1,22.6,3.4,5.73,401.41,4.8,8,-2045440574567835867,0.01,0.12
13.001846,77.683564,19.30157,72.85107,1.9,2,18,1,0,1.5,78,52,1.15,19.6,23.1,66.2,7.9,5.2,80,103.3,38,6.4,8.5,1,0.0,3.8,9.4,66.44,2.4,4,-7593621493841039852,0.89,0.39
12.962689,77.53252,27.9247,78.40102,9.7,3,17,1,0,1.46,102,70,1.14,8.2,28.1,23.6,2.1,10.5,108,102.1,19,5.8,8.5,0,0.0,2.3,3.27,310.21,2.4,4,-6745204717270782173,0.21,0.76
12.999828,77.60095,12.95629,78.27539,3.4,5,3,1,0,8.2,41,5,3.16,14.0,22.1,86.3,2.6,8.3,88,102.45,33,6.9,8.5,0,6.8,3.1,9.1,382.69,4.8,8,1363765550108388740,0.09,0.38
12.930518,77.553168,21.59983,71.21169,2.6,3,10,0,0,1.43,33,23,1.13,9.4,16.3,80.0,13.4,19.7,116,101.7,33,6.3,8.5,0,0.0,4.0,4.78,91.38,2.4,4,-9040330435635895098,0.74,0.7
13.043947,77.616583,11.50526,77.23826,8.0,1,19,1,0,2.18,72,33,1.35,17.8,32.9,72.6,8.5,7.9,72,108.9,23,6.4,8.5,0,0.0,3.2,3.89,257.96,2.4,4,1261667103649171332,0.34,0.17
12.952098,77.545248,10.12268,77.54372,1.5,1,17,3,1,2.14,77,36,1.34,18.1,32.2,58.9,9.7,11.3,93,104.05,17,7.1,8.5,0,0.0,3.7,8.42,75.98,2.4,4,3803957626535151299,0.85,0.05
12.990178,77.581886,11.12018,76.11996,21.2,3,16,0,0,32.0,32,1,10.3,15.3,19.0,67.6,7.8,3.4,81,100.8,25,6.5,8.5,0,0.0,4.3,3.83,2545.4,4.8,8,4381023247055831036,5.02,0.29
13.009083,77.671209,25.75728,75.37991,15.4,2,15,0,0,2.08,27,13,1.32,13.7,33.4,87.5,0.6,6.9,81,99.55,34,6.5,8.5,0,0.0,3.6,11.3,450.88,4.8,8,1750318041075929927,0.07,0.67
12.913271,77.544959,22.88783,84.13864,5.6,4,14,1,0,14.67,44,3,5.1,19.8,24.8,41.1,0.2,5.9,75,100.35,33,7.3,8.5,1,0.0,3.5,8.68,514.13,1.2,2,-4661517593595610160,0.24,0.22
12.982599,77.619432,30.21121,74.4818,21.6,3,5,0,0,1.64,41,25,1.19,20.6,22.8,66.2,1.8,9.3,102,102.2,28,6.9,8.5,0,0.0,3.7,4.1,615.78,4.8,8,-8411725495207795157,0.47,0.27
12.939053,77.634988,19.30157,72.85107,4.6,3,17,1,0,1.98,87,44,1.29,11.5,17.7,78.6,9.5,4.5,118,103.25,24,7.0,8.5,0,9.2,4.4,3.99,173.22,2.4,4,-6657992563172891146,0.62,0.42
13.046641,77.615066,20.88197,85.83334,17.7,2,19,5,0,1.4,91,65,1.12,19.6,26.6,78.8,2.8,4.9,106,105.35,30,6.8,8.5,0,0.0,2.7,12.0,478.49,4.8,8,1331350183535173034,0.11,0.15
12.903734,77.681634,9.57046,76.32756,3.1,2,7,3,0,1.8,45,25,1.24,17.1,31.0,48.1,10.2,0.2,92,105.6,27,6.1,8.5,0,6.2,4.5,11.02,120.58,4.8,8,697193125409250834,0.72,0.06
