start_lat,start_lon,end_lat,end_lon,distance_km,num_passengers,time_of_day,day_of_week,holiday_indicator,demand_supply_ratio,real_time_demand,driver_availability,surge_multiplier,traffic_delay_minutes,temperature_celsius,humidity,visibility,wind_speed,air_quality_index,fuel_price_per_liter,population_density,safety_score,infrastructure_development,event_ongoing,toll_charges,driver_rating,public_transport_proximity,fare_amount,compute_capability,device_ram,hashed_user_id,local_fare_variance,accuracy_drift_score
13.036988,80.234365,20.88197,85.83334,4.0,2,4,5,0,37.0,37,1,11.8,12.5,27.7,85.9,9.5,8.55,138,105.45,36,6.9,7.2,0,0.0,3.6,5.46,763.9,4.8,8,-9024276823165623318,1.4,0.66
13.091167,80.330153,16.06213,76.0586,2.5,4,22,3,0,21.5,43,2,7.15,9.0,30.5,90.2,8.3,9.0,203,104.05,24,7.2,7.2,0,0.0,3.1,2.4,464.07,2.4,4,4142490417378181644,0.47,0.18
13.09542,80.226108,26.32293,91.00632,4.7,1,3,3,0,2.44,39,16,1.43,16.0,30.8,88.2,12.3,20.7,144,111.85,23,6.9,7.2,0,0.0,4.2,12.0,188.21,2.4,4,7952029879972823265,0.37,0.42
13.039434,80.298574,25.87498,86.59611,9.1,2,9,4,0,33.0,33,1,10.6,10.8,21.5,88.2,12.4,10.0,140,105.95,25,6.0,7.2,1,18.2,4.3,3.04,1346.64,2.4,4,7636439051064660429,3.21,0.19
13.064248,80.310829,22.10194,85.37752,7.0,2,22,5,0,1.37,48,35,1.11,14.6,28.3,100.0,2.0,33.3,145,105.3,28,5.4,7.2,0,14.0,4.2,9.99,246.38,1.2,2,5199769796688230048,0.23,0.35
13.017407,80.233432,17.34769,78.55757,2.4,3,8,5,0,1.59,35,22,1.18,19.3,30.3,92.8,2.5,42.3,139,106.8,22,5.8,7.2,1,4.8,2.9,2.08,117.09,2.4,4,-1169681577297099116,0.68,0.23
13.136439,80.288463,26.76628,83.36889,7.8,1,3,3,0,3.82,42,11,1.85,19.1,26.2,97.5,2.1,19.35,84,103.2,19,6.9,7.2,0,0.0,4.0,4.68,295.9,1.2,2,-5543732084363957540,0.1,0.41
13.132,80.296724,19.30157,72.85107,22.9,4,23,0,0,1.59,35,22,1.18,15.3,32.1,86.7,10.5,25.3,84,106.6,31,7.3,7.2,0,0.0,2.6,8.21,644.38,1.2,2,-6093133033414335612,1.06,0.27
13.180145,80.216988,15.73628,75.96976,16.9,1,0,5,0,1.81,38,21,1.24,9.1,29.6,80.9,7.5,19.1,128,110.95,24,7.6,7.2,1,0.0,3.7,5.8,485.93,4.8,8,8758155098399718744,0.51,0.8
13.001004,80.214506,11.50526,77.23826,13.5,3,8,2,0,1.34,39,29,1.1,14.6,23.8,89.2,10.1,6.5,118,103.45,29,6.1,7.2,0,27.0,4.8,6.65,388.37,2.4,4,8395040623363255356,0.21,0.27
13.034046,80.230157,17.34769,78.55757,9.4,4,12,2,0,1.55,45,29,1.17,13.3,27.2,100.0,1.5,29.25,149,103.95,31,7.0,7.2,0,0.0,2.4,6.77,321.42,2.4,4,2724856662503582877,-0.01,0.13
13.065964,80.279707,21.59983,71.21169,15.1,2,13,5,0,1.6,40,25,1.18,12.9,25.4,100.0,2.1,4.9,118,106.6,29,6.5,7.2,1,0.0,1.8,1.86,433.65,2.4,4,1891490071155471813,0.37,0.41
13.071408,80.205614,26.11527,86.59509,5.7,2,23,0,0,38.0,38,1,12.1,15.2,16.8,84.7,10.0,18.3,110,103.95,33,5.8,7.2,0,0.0,2.5,7.36,1113.55,2.4,4,8404936857606637349,2.47,0.05
13.065097,80.227337,18.87813,72.93924,17.7,2,8,6,0,46.0,46,1,14.5,23.6,33.7,88.4,10.9,26.8,118,112.3,26,6.2,7.2,1,0.0,4.8,11.49,3060.3,2.4,4,-1698727227758924245,8.6,0.07
13.056615,80.270374,26.2649,81.54855,23.7,4,16,3,0,46.0,46,1,14.5,7.1,25.2,87.0,10.6,24.7,117,104.7,23,6.9,7.2,1,0.0,3.9,3.45,3577.55,1.2,2,-4984417025160615448,10.17,0.38
13.045819,80.251162,23.07492,88.28637,3.7,2,4,6,0,4.89,44,9,2.17,18.3,30.3,97.8,2.1,48.6,129,104.55,34,6.0,7.2,0,0.0,3.6,12.0,176.11,2.4,4,-3564207672023404537,0.48,0.21
13.065531,80.176399,21.34222,71.30633,12.0,3,5,1,0,1.41,48,34,1.12,15.5,34.5,91.6,2.2,23.85,168,103.6,20,7.2,7.2,0,0.0,3.1,5.16,346.83,2.4,4,-4110210506971978850,0.04,0.14
13.061179,80.317304,23.18,88.58,2.7,4,17,4,0,1.51,110,73,1.15,10.3,21.6,84.0,8.2,14.3,134,106.4,27,6.5,7.2,0,5.4,2.5,2.45,123.92,2.4,4,-2728116950467611670,0.57,0.35
13.036185,80.302868,24.05979,77.40858,1.0,1,21,3,0,1.89,36,19,1.27,14.2,31.8,79.9,13.9,16.6,133,107.1,32,6.8,7.2,1,0.0,4.0,4.65,73.26,2.4,4,246716844341885932,0.82,0.22
13.010276,80.244821,12.1277,78.15794,3.4,1,22,4,0,2.44,39,16,1.43,6.0,30.5,100.0,1.5,28.0,133,108.1,16,7.4,7.2,0,0.0,4.3,5.72,142.69,2.4,4,349803611717800685,0.59,0.39
13.078956,80.213094,15.73628,75.96976,2.8,2,3,2,0,4.17,50,12,1.95,14.5,32.9,83.0,9.2,1.0499999999999998,109,106.85,29,6.9,7.2,1,0.0,4.2,9.66,121.33,2.4,4,-5043909078223595507,0.58,0.42
13.095447,80.326884,21.34222,71.30633,8.8,2,22,4,0,1.65,38,23,1.2,11.0,28.2,92.9,2.1,7.649999999999999,121,106.75,27,6.1,7.2,0,0.0,2.5,4.73,291.7,4.8,8,7163280576977177167,0.05,0.28
13.054001,80.265497,15.73628,75.96976,3.9,1,10,6,1,6.33,38,6,2.6,15.7,35.5,91.9,7.1,7.9,111,112.3,26,6.9,7.2,0,0.0,3.8,1.34,192.1,2.4,4,3246766201031372635,0.35,0.4
13.045803,80.130209,23.49668,86.68363,1.3,2,9,0,0,3.15,41,13,1.65,12.9,32.2,100.0,1.4,31.65,177,101.6,34,6.2,7.2,0,0.0,3.7,11.86,70.08,2.4,4,8343735667754451976,0.76,0.31
13.131171,80.234146,11.50526,77.23826,8.3,1,2,5,0,2.5,45,18,1.45,16.9,33.9,89.0,10.5,8.8,149,110.6,40,6.0,7.2,0,0.0,2.8,1.67,262.38,1.2,2,4395289459867597987,0.16,0.34
13.136092,80.279727,25.87498,86.59611,14.1,1,23,3,0,5.8,29,5,2.44,5.8,27.9,97.9,1.5,24.450000000000003,135,104.25,30,6.3,7.2,1,0.0,3.9,4.23,614.63,2.4,4,-6167130779817692407,0.97,0.24
13.146469,80.190684,25.6439,77.9129,3.9,1,11,1,0,1.42,34,24,1.12,12.7,22.9,81.8,11.3,27.1,113,106.95,25,6.8,7.2,0,0.0,4.4,6.49,128.17,1.2,2,-7496412772349774959,0.56,0.53
13.001771,80.246363,21.53889,71.57737,8.3,1,5,1,0,1.45,45,31,1.14,10.4,22.9,87.2,9.9,10.5,160,106.8,29,7.0,7.2,0,0.0,3.3,5.91,228.98,2.4,4,-183093709006410062,0.31,0.46
13.062727,80.175015,14.62072,74.83554,4.3,3,0,4,0,4.07,57,14,1.92,13.0,21.1,100.0,1.7,2.8,131,105.75,24,6.3,7.2,1,8.6,3.7,8.06,200.61,1.2,2,-9034983423815640831,0.37,0.14
13.087546,80.30119,14.46693,75.92694,12.8,4,0,5,0,2.0,44,22,1.3,21.0,30.7,92.4,2.3,28.35,120,105.5,18,7.1,7.2,0,0.0,2.2,4.26,426.36,1.2,2,-5207614347500977142,0.33,0.15
13.061226,80.270121,25.92127,86.79271,8.7,1,12,4,0,7.75,31,4,3.02,21.6,28.7,83.2,12.0,39.6,166,108.95,14,6.1,7.2,0,0.0,4.9,9.81,416.07,4.8,8,326138089572548019,0.34,0.04
13.100843,80.242853,25.13915,73.06784,6.4,1,1,4,0,2.85,37,13,1.55,20.3,26.0,83.8,9.5,9.6,131,107.75,36,5.1,7.2,0,12.8,2.2,6.61,242.34,2.4,4,-8449863741688953663,0.28,0.34
13.115943,80.305181,16.06213,76.0586,8.2,2,21,5,0,1.38,36,26,1.12,14.3,33.1,100.0,1.9,6.9,117,107.7,19,6.4,7.2,1,0.0,4.7,1.84,268.22,1.2,2,-7788242466769619657,0.16,0.36
12.994632,80.322297,15.73628,75.96976,8.7,2,14,6,0,2.71,38,14,1.51,16.5,30.7,82.3,9.6,2.2,124,106.7,35,6.6,7.2,0,0.0,3.4,6.66,289.95,2.4,4,-5970793700659239585,0.09,0.46
13.073988,80.286573,25.75728,75.37991,4.2,2,15,4,0,1.73,38,22,1.22,11.1,15.4,93.9,8.8,33.2,144,108.75,15,6.2,7.2,0,0.0,2.5,4.7,142.65,2.4,4,8161011342065828553,0.59,0.53
13.045309,80.183616,22.19303,88.18466,7.8,1,3,6,0,5.67,51,9,2.4,16.4,20.4,100.0,2.2,20.7,119,104.05,22,6.3,7.2,0,15.6,3.5,4.51,391.75,2.4,4,-342740468298624616,0.22,0.25
13.093171,80.219881,27.9247,78.40102,9.9,2,8,3,0,3.0,36,12,1.6,16.4,21.1,91.1,13.8,3.75,151,105.95,23,6.0,7.2,0,0.0,3.3,5.72,316.3,1.2,2,3719452400936243561,0.06,0.11
13.064381,80.207551,29.22254,79.5286,20.3,2,17,0,0,1.41,104,74,1.12,19.6,20.1,78.8,8.8,34.1,118,104.45,25,6.3,7.2,1,40.6,3.6,9.58,582.25,1.2,2,-9213403043192835376,0.8,0.08
13.048565,80.306461,33.37526,74.3092,2.3,3,17,1,0,1.36,102,75,1.11,9.5,25.2,100.0,1.5,31.2,137,103.75,32,6.6,7.2,0,0.0,2.5,7.71,89.78,1.2,2,7391726658387306413,0.76,0.53
13.08127,80.32217,24.41288,76.56719,27.1,1,4,2,0,1.81,47,26,1.24,9.7,27.8,87.2,15.0,28.5,131,106.95,24,6.3,7.2,0,54.2,3.1,4.87,785.68,1.2,2,7716843653242159412,1.42,0.22
13.164221,80.146435,24.81757,84.63445,8.7,3,6,0,0,1.34,43,32,1.1,9.7,26.1,81.4,11.2,17.0,136,104.2,24,5.7,7.2,0,17.4,4.6,4.56,282.16,1.2,2,2624868689019799917,0.16,0.23
13.057463,80.374204,11.50526,77.23826,4.4,2,16,2,0,12.33,37,3,4.4,11.2,27.0,99.0,2.8,15.0,114,106.6,15,7.3,7.2,0,0.0,4.5,3.31,333.85,1.2,2,-5964406213912571499,0.09,0.35
13.069235,80.271279,9.57046,76.32756,7.8,3,14,4,0,4.44,40,9,2.03,10.5,30.8,100.0,2.0,39.45,110,107.35,27,5.9,7.2,0,0.0,1.7,1.53,322.61,2.4,4,-7630572983759976961,-0.01,0.44
13.079258,80.311798,29.21399,78.95693,4.4,3,17,6,0,1.58,93,59,1.17,23.4,29.1,100.0,2.3,6.6000000000000005,158,106.9,16,6.6,7.2,0,0.0,4.5,1.82,153.37,2.4,4,6376601631195348922,0.51,0.18
13.089636,80.206788,18.87813,72.93924,6.9,3,23,5,0,1.41,41,29,1.12,17.1,31.8,97.3,0.1,6.4,105,113.9,30,6.4,7.2,0,0.0,2.3,1.61,222.83,2.4,4,5471294063824493436,0.26,0.5
13.031244,80.209925,21.46527,83.97573,5.6,2,17,4,0,1.25,104,83,1.08,13.2,27.9,100.0,2.2,23.25,137,107.55,20,6.0,7.2,0,0.0,3.0,2.86,167.88,1.2,2,-4853903085739696147,0.44,0.28
13.058033,80.218776,17.54907,82.85749,18.7,2,11,0,0,16.67,50,3,5.7,8.5,23.2,82.7,6.4,11.7,143,102.05,33,5.6,7.2,0,0.0,2.6,4.03,1251.05,2.4,4,-2322240717234810482,2.93,0.47
13.112588,80.287811,33.37526,74.3092,7.2,3,12,2,0,42.0,42,1,13.3,9.6,22.0,97.6,8.3,22.5,115,104.8,20,6.2,7.2,0,0.0,4.6,6.87,1119.66,4.8,8,4187696946342535604,2.53,0.27
13.09754,80.157847,23.1959,86.51499,6.2,2,21,3,0,9.25,37,4,3.48,11.4,23.7,100.0,2.3,42.900000000000006,155,105.0,22,7.0,7.2,0,0.0,4.2,5.81,407.54,1.2,2,-7045391697883163171,0.31,0.65
13.018174,80.248289,23.18,88.58,8.3,4,19,4,0,1.63,101,62,1.19,11.6,32.3,100.0,2.7,3.75,108,108.9,19,5.9,7.2,0,0.0,2.6,2.25,299.71,2.4,4,728253032677012718,0.04,0.46
13.153779,80.268399,23.07492,88.28637,1.0,1,4,4,0,1.5,45,30,1.15,12.8,30.8,76.3,6.8,5.1,129,113.25,32,6.3,7.2,0,0.0,3.7,6.04,56.56,4.8,8,5068689092333650379,0.87,0.34
13.100722,80.205045,25.92127,86.79271,3.2,1,3,0,0,2.0,36,18,1.3,15.2,28.4,84.8,13.3,24.0,136,104.3,36,6.8,7.2,0,0.0,4.7,6.19,132.84,2.4,4,-6825402839032158615,0.63,0.1
13.149946,80.289787,26.44931,91.61356,14.9,3,11,1,0,4.0,36,9,1.9,14.0,37.7,93.6,1.5,11.1,128,110.4,25,6.3,7.2,0,29.8,4.6,2.74,616.32,1.2,2,8227805250602695457,0.93,0.46
13.006943,80.289679,26.11527,86.59509,2.8,1,5,5,0,40.0,40,1,12.7,17.9,26.9,98.1,3.1,21.6,150,107.3,19,6.3,7.2,1,0.0,2.3,4.83,623.88,2.4,4,-25262978217116252,0.95,0.27
13.108701,80.232861,10.58806,77.24779,8.6,2,15,6,1,1.69,49,29,1.21,17.8,23.8,81.4,13.8,26.1,160,110.7,34,6.3,7.2,1,17.2,3.3,4.34,280.24,2.4,4,-938997463221781855,0.15,0.33
13.079211,80.366438,20.88098,75.11937,3.1,1,21,0,0,1.91,65,34,1.27,10.3,29.0,85.8,10.1,5.8,120,107.55,30,6.4,7.2,0,0.0,4.5,11.83,102.29,4.8,8,-5987224735918044282,0.63,0.11
13.139223,80.317156,19.21667,73.08333,34.1,1,10,6,0,1.96,49,25,1.29,15.4,23.9,81.9,10.1,6.15,94,106.9,21,6.6,7.2,0,0.0,2.7,12.0,950.68,2.4,4,-609788733534851419,2.01,0.51
13.122549,80.389367,10.58806,77.24779,4.2,2,18,1,0,1.63,98,60,1.19,14.5,22.1,95.4,2.3,1.5,156,105.15,31,5.5,7.2,0,0.0,4.2,12.0,150.31,1.2,2,-717934789029366563,0.48,0.34
13.102797,80.263538,20.88197,85.83334,18.2,1,12,3,0,1.85,37,20,1.25,21.4,31.5,90.7,8.9,73.65,158,105.5,27,6.7,7.2,0,36.4,3.0,6.4,539.49,1.2,2,4982945368415305350,0.7,0.09
13.14021,80.304354,32.55531,76.12647,14.4,2,15,6,0,3.15,41,13,1.65,19.9,36.3,90.9,12.3,10.9,122,112.35,31,6.0,7.2,0,0.0,4.3,4.38,471.76,2.4,4,3551305356777116298,0.45,0.12
13.117569,80.14482,25.92493,73.66633,1.0,4,8,4,0,4.62,37,8,2.09,5.8,17.8,82.8,10.1,24.6,165,105.55,21,6.1,7.2,0,0.0,1.9,7.82,127.44,1.2,2,2147664540067451526,0.64,0.2
13.025803,80.124166,24.05979,77.40858,4.9,2,10,2,1,30.0,30,1,9.7,19.2,33.9,92.0,5.5,6.2,130,108.5,28,7.3,7.2,0,0.0,2.6,6.5,639.13,2.4,4,-5399488896911315285,0.95,0.37
13.079349,80.265861,11.00599,77.5609,3.4,5,10,5,0,43.0,43,1,13.6,16.8,31.1,100.0,1.0,8.1,116,112.95,21,7.3,7.2,1,0.0,4.6,6.03,1362.63,2.4,4,-9150284635033436393,3.25,0.07
13.079265,80.285641,14.46693,75.92694,10.2,2,21,4,0,12.67,38,3,4.5,23.5,29.1,100.0,1.7,6.3,118,107.25,15,6.4,7.2,0,0.0,3.5,8.03,814.76,4.8,8,4489937592097117980,1.52,0.06
13.034485,80.22395,26.76628,83.36889,4.9,4,19,0,0,1.86,93,50,1.26,11.0,28.3,96.5,7.0,10.9,105,108.2,24,5.5,7.2,0,9.8,4.3,3.96,206.25,2.4,4,601977307836049358,0.33,0.12
