start_lat,start_lon,end_lat,end_lon,distance_km,num_passengers,time_of_day,day_of_week,holiday_indicator,demand_supply_ratio,real_time_demand,driver_availability,surge_multiplier,traffic_delay_minutes,temperature_celsius,humidity,visibility,wind_speed,air_quality_index,fuel_price_per_liter,population_density,safety_score,infrastructure_development,event_ongoing,toll_charges,driver_rating,public_transport_proximity,fare_amount,compute_capability,device_ram,hashed_user_id,local_fare_variance,accuracy_drift_score
23.009331,72.516941,28.92694,78.23456,10.0,3,17,1,0,1.35,108,80,1.1,7.3,25.2,36.5,11.7,2.6,109,104.45,25,6.9,7.9,1,0.0,3.0,8.1,284.99,2.4,4,-6187035737491690270,0.22,0.8
22.977736,72.46359,12.04161,75.35927,18.6,3,20,5,0,1.24,110,89,1.07,6.8,32.3,44.1,11.2,6.7,114,102.85,22,6.7,7.9,0,37.2,4.6,12.0,513.39,2.4,4,789043600255068291,1.15,0.21
23.035876,72.619529,26.44931,91.61356,16.0,1,23,2,0,30.0,30,1,9.7,10.7,37.2,37.8,9.6,3.7,128,100.75,31,6.6,7.9,0,0.0,3.8,7.3,1678.37,2.4,4,-6090748912091963091,5.96,0.26
23.075816,72.568603,21.46527,83.97573,7.2,1,21,1,0,2.31,37,16,1.39,3.3,36.1,31.0,9.3,10.3,79,104.35,44,6.1,7.9,0,0.0,2.5,5.03,228.77,1.2,2,-1811291250872811614,0.01,0.27
22.931039,72.655172,17.34769,78.55757,12.7,1,16,6,0,8.0,32,4,3.1,4.3,26.2,15.0,9.5,14.8,90,102.0,40,6.6,7.9,0,0.0,3.0,3.34,560.95,1.2,2,5963500828860820183,1.38,0.03
23.047905,72.551393,27.9247,78.40102,1.8,3,22,5,0,5.11,46,9,2.23,9.8,23.6,47.1,10.2,6.6,72,106.65,29,6.7,7.9,0,0.0,3.3,4.5,129.53,2.4,4,-7110673303997298356,0.42,0.23
22.972752,72.62453,16.06213,76.0586,7.6,3,18,2,0,1.28,104,81,1.09,15.9,25.1,48.4,10.0,2.5,71,103.5,21,7.0,7.9,0,0.0,4.4,3.26,237.95,2.4,4,-4174680191421038102,0.05,0.31
22.946447,72.567728,9.82564,78.25795,5.8,3,4,0,0,3.45,38,11,1.74,11.6,29.7,25.9,11.3,16.1,117,100.2,13,6.5,7.9,1,0.0,3.0,9.59,244.29,2.4,4,6195677929958139124,-0.01,0.48
23.058657,72.574989,28.71271,77.656,2.8,1,20,3,0,1.14,90,79,1.04,4.0,35.0,27.1,14.7,7.2,122,101.05,20,6.2,7.9,0,5.6,3.2,3.91,124.34,1.2,2,-6306491014132439261,0.51,0.12
23.041651,72.559346,30.21121,74.4818,12.8,2,6,2,0,1.68,37,22,1.2,9.3,33.0,33.8,11.4,3.0,119,101.7,24,6.7,7.9,0,25.6,2.3,10.87,378.48,1.2,2,-121340702770371627,0.55,0.21
