start_lat,start_lon,end_lat,end_lon,distance_km,num_passengers,time_of_day,day_of_week,holiday_indicator,demand_supply_ratio,real_time_demand,driver_availability,surge_multiplier,traffic_delay_minutes,temperature_celsius,humidity,visibility,wind_speed,air_quality_index,fuel_price_per_liter,population_density,safety_score,infrastructure_development,event_ongoing,toll_charges,driver_rating,public_transport_proximity,fare_amount,compute_capability,device_ram,hashed_user_id,local_fare_variance,accuracy_drift_score
13.077704,80.247153,29.22254,79.5286,4.6,2,17,3,0,1.22,110,90,1.07,15.7,28.3,79.5,10.0,18.3,102,104.55,21,5.8,7.2,0,0.0,4.1,12.0,130.47,1.2,2,-657911662205353840,0.62,0.43
13.116404,80.313466,21.53889,71.57737,5.9,4,6,4,0,3.11,28,9,1.63,12.9,32.5,100.0,2.8,6.5,90,107.05,24,7.0,7.2,0,11.8,4.6,10.4,287.25,4.8,8,-3103382736790900916,0.1,0.31
13.126036,80.27864,23.07492,88.28637,5.7,3,10,5,0,1.52,41,27,1.16,17.5,32.3,86.5,7.4,42.1,114,111.45,21,7.1,7.2,0,0.0,4.6,5.86,191.96,1.2,2,856883823744564807,0.41,0.17
13.084749,80.307852,23.49668,86.68363,8.4,2,5,3,0,38.0,38,1,12.1,17.9,27.4,83.8,7.2,14.8,124,106.95,28,6.1,7.2,0,0.0,4.1,5.57,1316.94,2.4,4,-3019785484016963835,3.15,0.34
13.034908,80.2972,12.04161,75.35927,13.2,2,15,3,0,1.73,45,26,1.22,15.4,26.1,100.0,2.4,27.15,144,106.55,36,5.8,7.2,0,0.0,4.1,7.13,403.61,2.4,4,939138849875109584,0.24,0.23
13.118792,80.27009,26.32293,91.00632,2.5,3,3,1,0,3.15,41,13,1.65,20.0,29.1,91.3,1.9,6.6,138,103.85,24,6.5,7.2,0,0.0,2.8,8.41,119.78,1.2,2,-9123371475881888860,0.63,0.24
13.07665,80.234895,11.50526,77.23826,15.1,2,14,0,0,1.88,47,25,1.26,20.1,33.1,79.0,8.1,10.0,113,109.45,29,5.7,7.2,0,0.0,3.0,1.98,430.48,2.4,4,-5481396343706707775,0.35,0.23
13.091064,80.259294,12.1277,78.15794,10.6,2,22,6,0,3.18,35,11,1.65,20.5,11.1,100.0,2.4,4.6,162,104.55,25,6.4,7.2,0,0.0,4.9,7.05,388.82,2.4,4,8166051748678090959,0.22,0.2
13.066037,80.262481,32.55531,76.12647,3.2,1,3,0,0,1.6,32,20,1.18,23.1,29.2,84.8,11.6,4.6,114,104.9,25,6.9,7.2,0,0.0,3.6,9.0,114.66,1.2,2,-6002112560192213122,0.66,0.49
13.047253,80.323153,9.82564,78.25795,9.7,1,8,6,0,2.0,40,20,1.3,13.2,28.3,86.1,12.4,53.7,124,106.15,30,6.3,7.2,0,0.0,4.0,2.44,280.12,2.4,4,6878919599442902446,0.12,0.07
13.08969,80.248426,15.73628,75.96976,1.0,3,0,1,0,1.94,64,33,1.28,13.1,25.4,85.4,8.8,16.35,113,105.6,26,5.7,7.2,0,0.0,4.0,4.6,83.28,1.2,2,-4518663853460738378,0.7,0.11
13.178359,80.158408,26.32293,91.00632,5.0,4,14,5,0,2.85,37,13,1.55,11.8,26.8,85.3,8.5,24.450000000000003,116,106.8,30,6.1,7.2,0,0.0,2.9,1.57,204.81,4.8,8,-3042368962599935457,0.41,0.22
13.073026,80.361719,33.37526,74.3092,14.8,1,23,2,0,1.67,30,18,1.2,14.9,37.1,80.1,10.0,15.6,105,109.3,22,6.6,7.2,0,0.0,2.1,4.27,454.76,2.4,4,149142951002903383,0.39,0.08
13.176767,80.343815,11.93381,79.82979,11.2,3,8,5,0,1.76,60,34,1.23,2.0,29.9,90.6,9.7,20.0,150,112.95,24,6.8,7.2,0,0.0,4.8,4.61,341.65,4.8,8,-6052014133649255869,0.08,0.38
13.051696,80.304844,21.59983,71.21169,8.1,2,7,1,0,1.95,41,21,1.29,15.7,26.2,100.0,2.3,11.4,118,103.45,19,6.6,7.2,0,0.0,4.9,2.57,250.27,2.4,4,-8916841358104850717,0.2,0.27
13.165501,80.226911,12.25282,79.41727,3.4,1,5,0,0,3.09,34,11,1.63,17.1,25.3,100.0,1.8,1.1,152,104.15,18,6.7,7.2,1,0.0,3.6,2.12,156.54,1.2,2,-3623705748389928933,0.48,0.7
13.167517,80.269413,22.75218,72.68533,8.4,3,16,2,0,1.57,44,28,1.17,11.9,24.7,80.5,12.4,12.3,135,106.3,16,7.1,7.2,1,0.0,3.0,4.47,268.26,2.4,4,8513720790822221101,0.15,0.16
13.06458,80.225029,19.21667,73.08333,9.1,2,21,4,0,2.93,44,15,1.58,18.6,24.5,84.3,15.5,42.900000000000006,137,107.7,21,7.3,7.2,0,18.2,4.1,2.47,329.31,1.2,2,4933273763474153637,0.07,0.25
13.159141,80.264063,25.87498,86.59611,5.9,1,7,1,0,4.3,43,10,1.99,20.2,21.3,81.4,11.4,11.4,122,105.75,31,6.5,7.2,0,0.0,4.1,8.76,225.7,4.8,8,2668349023193338950,0.26,0.07
13.078828,80.340474,15.73628,75.96976,8.7,1,23,4,0,5.17,31,6,2.25,2.5,29.2,86.3,11.0,19.8,164,108.95,22,5.9,7.2,0,0.0,2.9,1.05,334.12,1.2,2,-1074437950073130048,0.07,0.44
13.041467,80.255835,19.21667,73.08333,2.1,4,12,3,0,3.54,46,13,1.76,13.7,34.0,100.0,1.5,18.1,119,111.9,40,6.7,7.2,0,0.0,3.9,3.37,143.72,1.2,2,-1950827121917247614,0.53,0.2
13.098867,80.289222,22.4711,88.1453,4.5,1,7,4,0,32.0,32,1,10.3,22.6,24.1,89.9,8.9,18.6,136,105.8,19,6.6,7.2,0,0.0,4.2,1.32,747.05,1.2,2,6740454069776215934,1.33,0.08
13.06685,80.258189,21.34222,71.30633,7.0,4,16,3,0,25.0,25,1,8.2,14.2,26.3,85.5,2.1,13.95,127,106.05,18,6.5,7.2,0,0.0,3.9,7.03,931.34,2.4,4,2489218801752928382,1.96,0.32
13.024384,80.2578,25.49043,85.94001,1.5,3,4,0,0,3.82,42,11,1.85,11.7,21.2,84.5,10.9,2.8,147,103.15,27,7.0,7.2,0,0.0,4.6,3.49,104.33,1.2,2,6918488160697455059,0.7,0.3
13.08987,80.197187,30.81383,75.16878,1.0,1,0,6,0,3.36,47,14,1.71,9.2,15.7,93.3,1.1,2.5,133,106.75,17,6.4,7.2,0,2.0,1.9,6.05,84.9,1.2,2,473779663736585654,0.74,0.34
13.04609,80.301945,18.87813,72.93924,12.2,2,23,2,0,3.45,38,11,1.74,9.5,23.0,83.8,7.6,2.6,140,103.45,38,7.6,7.2,1,24.4,2.0,2.44,415.84,1.2,2,198041327555263550,0.33,0.27
13.043586,80.34114,28.92694,78.23456,6.3,4,2,1,0,1.79,34,19,1.24,13.1,33.4,94.5,1.8,6.4,119,112.25,21,7.1,7.2,0,0.0,2.9,4.23,238.29,2.4,4,4306673663921787873,0.22,0.25
13.059177,80.280416,25.49043,85.94001,7.9,1,5,2,0,1.46,38,26,1.14,8.6,28.1,83.3,9.9,2.3,171,103.65,19,6.2,7.2,0,0.0,3.1,3.5,226.26,1.2,2,8948852747319252294,0.25,0.24
13.125927,80.353955,11.93381,79.82979,6.5,4,3,6,1,39.0,39,1,12.4,7.6,24.9,87.5,12.3,19.35,104,104.85,24,7.1,7.2,0,0.0,1.6,3.9,1101.22,1.2,2,7247442944488130224,2.46,0.45
13.072186,80.183379,11.12018,76.11996,3.7,3,17,6,0,1.27,85,67,1.08,14.3,28.5,100.0,1.9,5.3,106,110.35,24,6.2,7.2,0,0.0,3.6,4.26,142.29,2.4,4,3702515518365509226,0.57,0.14
13.011413,80.34264,28.98002,77.70636,4.6,2,20,3,0,1.61,106,66,1.18,17.3,29.4,88.8,1.9,33.0,133,104.65,36,6.9,7.2,0,0.0,4.1,5.48,160.91,2.4,4,2492258481071424291,0.49,0.06
13.021847,80.239597,25.6439,77.9129,5.4,2,0,0,0,1.47,44,30,1.14,10.7,26.6,89.5,9.1,16.9,96,103.65,30,6.9,7.2,0,0.0,4.5,2.72,176.28,1.2,2,7547951474736535966,0.44,0.21
