start_lat,start_lon,end_lat,end_lon,distance_km,num_passengers,time_of_day,day_of_week,holiday_indicator,demand_supply_ratio,real_time_demand,driver_availability,surge_multiplier,traffic_delay_minutes,temperature_celsius,humidity,visibility,wind_speed,air_quality_index,fuel_price_per_liter,population_density,safety_score,infrastructure_development,event_ongoing,toll_charges,driver_rating,public_transport_proximity,fare_amount,compute_capability,device_ram,hashed_user_id,local_fare_variance,accuracy_drift_score
12.941709,77.628895,19.30157,72.85107,3.2,3,23,2,0,41.0,41,1,13.0,13.5,29.7,92.2,0.6,5.7,115,106.85,22,7.1,8.5,1,0.0,4.0,4.45,656.96,2.4,4,-2505957609344795530,0.55,0.14
12.95364,77.70984,21.34222,71.30633,1.7,3,3,1,0,3.0,42,14,1.6,10.0,30.5,97.1,2.2,3.4,91,101.0,36,6.7,8.5,0,3.4,2.6,7.08,119.51,1.2,2,6508793984808139620,0.69,0.31
12.983301,77.543692,30.81383,75.16878,8.9,1,18,5,0,1.48,102,69,1.14,22.8,22.7,59.2,11.3,5.2,100,104.3,25,6.5,8.5,0,0.0,3.3,4.89,257.24,2.4,4,7213592380074130140,0.41,0.22
13.045091,77.58371,21.53889,71.57737,6.4,3,15,0,0,1.43,43,30,1.13,18.9,18.9,100.0,10.2,5.7,47,98.5,32,6.8,8.5,0,12.8,4.4,1.88,196.88,4.8,8,1562572906161150725,0.52,0.36
13.026152,77.601776,26.76628,83.36889,14.6,3,17,0,0,1.19,102,86,1.06,16.5,23.1,58.3,13.0,9.7,107,98.3,34,6.6,8.5,0,29.2,2.9,1.98,413.05,2.4,4,7161942063498960765,0.06,0.51
13.061012,77.629722,10.12268,77.54372,6.7,2,8,2,0,2.47,37,15,1.44,8.2,34.6,74.9,11.1,7.4,64,106.55,26,6.9,8.5,0,0.0,4.0,3.65,208.57,4.8,8,6244926086472315842,0.52,0.23
12.956562,77.584517,17.54907,82.85749,2.3,2,14,0,1,2.14,45,21,1.34,8.8,25.3,62.0,1.1,1.7,116,98.3,36,7.0,8.5,0,0.0,2.4,2.88,86.89,4.8,8,-1356263624094163546,0.81,0.21
12.987378,77.583169,10.12268,77.54372,12.4,4,5,1,0,3.31,43,13,1.69,13.2,20.7,84.1,2.3,8.0,112,100.45,37,6.4,8.5,0,0.0,4.7,9.36,458.84,2.4,4,-2993898676834115483,0.08,0.49
12.99385,77.60199,25.92127,86.79271,16.7,2,6,3,0,11.25,45,4,4.07,23.8,31.1,69.1,10.9,5.1,106,106.3,16,6.7,8.5,0,0.0,3.1,3.77,919.06,2.4,4,6077195093705200058,1.19,0.12
12.907852,77.578336,25.75728,75.37991,15.4,1,4,1,0,2.32,44,19,1.39,8.9,31.4,87.3,1.6,9.9,109,108.35,30,6.5,8.5,0,30.8,3.6,3.1,541.47,4.8,8,4927851555187398315,0.3,0.62
12.920016,77.600101,25.6439,77.9129,6.5,4,16,0,0,28.0,28,1,9.1,12.0,31.3,78.0,0.6,7.1,105,104.65,32,6.2,8.5,0,0.0,4.6,12.0,909.06,4.8,8,-1269485888436528207,1.17,0.05
12.996452,77.552777,20.88197,85.83334,4.0,1,17,0,0,1.33,109,82,1.1,11.1,30.6,69.5,7.4,11.9,140,106.25,31,6.0,8.5,0,0.0,3.4,7.39,117.36,2.4,4,1198074144177907220,0.72,0.13
12.988731,77.567187,27.9247,78.40102,3.0,3,14,3,0,42.0,42,1,13.3,9.0,27.9,63.2,0.9,11.8,88,103.4,41,6.3,8.5,1,0.0,3.1,2.34,633.53,4.8,8,5423242783501566252,0.54,0.33
12.913956,77.691225,23.18,88.58,19.3,1,0,6,0,3.78,34,9,1.83,17.8,21.3,54.9,11.0,3.0,75,103.9,22,6.2,8.5,0,0.0,4.0,3.78,629.19,4.8,8,-4182998913762557100,0.49,0.52
13.009097,77.551163,24.81757,84.63445,9.2,3,10,6,0,1.68,47,28,1.2,12.1,32.7,81.2,0.4,5.5,67,107.65,25,6.7,8.5,0,0.0,4.2,5.38,278.01,4.8,8,6626704739608259818,0.37,0.5
12.880941,77.620129,28.71271,77.656,1.5,3,11,3,0,44.0,44,1,13.9,17.0,29.2,75.1,1.7,1.8,100,100.8,24,5.3,8.5,0,0.0,2.5,9.01,657.64,2.4,4,-2841853321626682051,0.58,0.27
12.940959,77.582701,25.75728,75.37991,25.1,1,19,4,0,1.24,99,80,1.07,15.4,32.6,72.3,2.1,2.0,91,108.15,20,6.4,8.5,0,0.0,2.7,4.99,686.36,1.2,2,-8222365816577232253,0.65,0.31
12.954866,77.640051,12.95629,78.27539,14.2,1,8,5,0,40.0,40,1,12.7,14.7,25.4,57.2,8.8,13.3,116,105.6,24,6.3,8.5,0,0.0,3.1,5.19,2071.4,1.2,2,6861865234966707466,3.93,0.15
13.042787,77.593155,19.21667,73.08333,17.4,3,11,4,0,34.0,34,1,10.9,13.1,26.6,59.7,0.8,1.6,103,110.65,22,7.2,8.5,0,0.0,4.9,6.12,2193.3,4.8,8,-6299339141151507056,4.19,0.73
12.851577,77.517749,26.2649,81.54855,12.3,2,4,5,0,2.18,37,17,1.35,16.7,18.5,41.6,9.4,6.5,92,102.3,22,6.7,8.5,0,0.0,4.0,0.84,350.36,2.4,4,-2553815827303053780,0.15,0.31
12.96532,77.623397,22.10194,85.37752,3.8,1,8,6,0,36.0,36,1,11.5,21.7,28.7,70.7,9.7,5.9,60,105.55,36,5.7,8.5,0,0.0,3.6,6.31,620.03,4.8,8,-4290424442579401326,0.48,0.22
13.082167,77.628762,25.13915,73.06784,11.9,3,15,0,0,23.0,46,2,7.6,5.4,27.6,53.9,0.3,5.9,68,100.75,41,6.6,8.5,0,0.0,4.3,4.8,1194.2,4.8,8,-3376635379096710709,1.81,0.26
13.024098,77.627205,26.2649,81.54855,6.7,3,8,0,0,1.59,43,27,1.18,12.8,28.5,37.7,9.1,7.2,68,100.65,27,6.6,8.5,0,0.0,3.6,7.21,207.86,1.2,2,-7334660708452681798,0.48,0.09
12.946497,77.526885,28.98002,77.70636,17.6,4,15,1,0,1.84,35,19,1.25,16.7,38.6,74.7,11.9,10.1,84,109.5,52,6.3,8.5,0,35.2,3.3,3.69,563.07,1.2,2,-310584409287026688,0.3,0.56
12.92118,77.575028,25.92127,86.79271,1.0,4,23,3,0,39.0,39,1,12.4,20.3,33.6,58.0,12.8,3.9,83,100.5,39,6.9,8.5,0,0.0,3.3,6.59,471.96,4.8,8,8987720305819192687,0.16,0.45
12.984841,77.595415,25.92127,86.79271,25.9,1,23,1,0,32.0,32,1,10.3,10.2,27.0,75.9,7.1,9.8,102,103.8,23,6.9,8.5,0,51.8,4.2,1.79,2928.04,4.8,8,2727835974566894480,5.98,0.36
13.025756,77.620202,24.81757,84.63445,12.9,3,6,0,0,4.82,53,11,2.15,15.1,29.2,47.0,10.6,13.7,78,100.05,23,6.9,8.5,0,0.0,3.2,3.4,493.1,2.4,4,-608560675675929475,0.18,0.27
12.975105,77.655541,26.11527,86.59509,15.4,4,7,2,0,8.5,34,4,3.25,15.8,23.1,100.0,1.6,6.2,94,100.9,24,7.0,8.5,1,0.0,2.2,6.56,836.15,4.8,8,-8599279847307997793,0.99,0.64
12.935262,77.579687,12.95629,78.27539,3.2,2,9,4,0,1.71,36,21,1.21,19.4,33.0,80.6,1.4,0.9,86,110.15,33,7.3,8.5,1,0.0,3.1,12.0,127.84,2.4,4,6776425444610798765,0.69,0.08
13.020512,77.549971,25.66795,85.83636,24.6,2,14,4,1,2.77,36,13,1.53,19.2,32.3,88.2,2.3,2.5,96,109.5,44,5.7,8.5,0,0.0,4.9,4.67,838.01,4.8,8,-8683203491410725851,0.98,0.33
12.966634,77.563565,24.05979,77.40858,1.4,4,10,5,0,31.0,31,1,10.0,14.0,20.4,87.1,2.3,9.8,79,105.2,31,6.9,8.5,0,0.0,2.1,2.83,598.19,4.8,8,-4459890003921282334,0.38,0.67
12.994718,77.545161,26.44931,91.61356,3.3,1,15,4,0,2.23,49,22,1.37,21.8,31.7,88.0,2.4,5.5,119,102.3,24,6.3,8.5,0,0.0,3.8,10.79,137.5,4.8,8,7821705514040893898,0.71,0.63
12.995382,77.628338,12.95629,78.27539,6.7,3,2,2,0,1.73,64,37,1.22,13.5,33.4,62.9,9.4,13.5,101,100.95,41,6.3,8.5,0,0.0,4.2,6.64,198.91,4.8,8,-7768404019987000940,0.5,0.36
13.028087,77.645601,11.50526,77.23826,6.5,1,7,1,0,30.0,30,1,9.7,17.0,29.7,51.4,13.0,22.9,87,105.65,37,5.9,8.5,0,0.0,3.8,3.93,789.74,2.4,4,202276848538719208,0.93,0.37
12.898907,77.511938,23.07492,88.28637,10.8,1,18,0,1,2.07,93,45,1.32,13.1,26.4,52.8,11.0,4.4,100,100.0,20,6.8,8.5,1,0.0,4.4,1.03,315.47,1.2,2,2097962775608807203,0.28,0.38
13.014457,77.588781,15.73628,75.96976,14.9,1,15,5,0,35.0,35,1,11.2,16.8,28.3,54.8,11.6,17.3,99,104.9,28,6.8,8.5,0,0.0,2.9,2.02,1821.66,2.4,4,1965882180179629944,3.29,0.28
12.98961,77.661582,25.87498,86.59611,19.3,1,0,6,0,43.0,43,1,13.6,12.0,31.1,52.4,10.4,24.5,108,100.65,35,6.2,8.5,0,0.0,4.7,6.76,2687.38,2.4,4,5601081508757817330,5.39,0.35
12.968671,77.568852,25.49043,85.94001,2.5,3,21,0,0,2.75,44,16,1.52,15.8,28.8,70.3,9.9,7.5,80,101.6,20,5.9,8.5,0,0.0,3.1,1.72,120.1,4.8,8,1851354637897825858,0.75,0.28
12.96099,77.621726,17.54907,82.85749,2.5,3,17,6,0,1.29,94,73,1.09,4.9,18.7,71.0,7.4,1.1,49,101.05,36,7.4,8.5,0,5.0,2.2,4.8,113.82,4.8,8,-1796792210057968287,0.77,0.49
12.932374,77.612754,19.21667,73.08333,17.0,3,8,0,0,4.44,40,9,2.03,20.0,29.6,79.2,12.6,6.4,61,107.15,20,7.0,8.5,1,0.0,4.2,12.0,631.85,4.8,8,-740429578689717821,0.51,0.25
13.010513,77.575577,23.07492,88.28637,1.5,1,2,4,1,1.55,31,20,1.17,9.4,27.8,63.1,2.0,3.9,76,103.7,28,6.2,8.5,0,0.0,4.0,6.16,74.68,4.8,8,3100146483469861121,0.83,0.41
12.92698,77.68309,20.88098,75.11937,17.5,2,8,1,0,2.35,40,17,1.41,16.5,29.6,100.0,2.1,16.6,97,109.25,27,6.4,8.5,0,0.0,3.2,3.85,569.04,2.4,4,-6170555105469072340,0.36,0.39
13.028706,77.591512,16.06213,76.0586,5.8,3,23,4,0,38.0,38,1,12.1,18.5,21.9,61.9,9.6,23.5,119,103.0,21,7.1,8.5,0,0.0,4.3,2.77,888.36,4.8,8,-5257001286225470947,1.12,0.19
12.918141,77.567967,17.34769,78.55757,11.1,1,23,0,0,2.6,39,15,1.48,13.2,22.6,53.3,8.0,4.7,88,98.9,14,6.2,8.5,0,0.0,4.0,3.48,325.05,2.4,4,640719348462771858,0.18,0.21
12.977207,77.544821,25.13915,73.06784,12.4,3,12,3,1,42.0,42,1,13.3,14.5,28.2,43.2,7.6,4.5,104,105.5,15,7.0,8.5,0,0.0,2.2,5.9,1798.5,4.8,8,174006468881055283,3.24,0.16
13.046491,77.542007,34.08565,74.80555,8.6,3,10,6,0,2.14,45,21,1.34,19.4,23.5,79.7,10.7,15.6,100,104.2,37,5.6,8.5,0,0.0,4.0,4.0,278.24,4.8,8,-1322196556753220053,0.35,0.12
12.907397,77.710343,26.76628,83.36889,5.6,1,17,4,0,1.9,97,51,1.27,15.4,31.1,53.7,9.8,5.5,84,109.5,30,7.5,8.5,0,0.0,4.2,4.48,185.18,1.2,2,-3225613497807349219,0.57,0.61
12.961357,77.561276,26.32293,91.00632,9.3,3,0,2,0,46.0,46,1,14.5,2.9,34.4,49.8,7.8,16.2,90,109.1,18,6.1,8.5,0,0.0,4.0,6.02,1471.03,4.8,8,2662811194288083650,2.5,0.37
12.95133,77.567401,25.66795,85.83636,6.3,1,21,3,0,1.41,48,34,1.12,20.7,29.4,61.4,10.7,2.2,75,100.75,39,5.8,8.5,0,0.0,3.8,7.02,173.51,4.8,8,-4025103703203497378,0.57,0.22
12.85481,77.577842,15.45144,78.14797,1.6,3,5,6,0,2.33,49,21,1.4,14.8,33.8,49.7,10.0,2.1,35,109.45,29,6.8,8.5,0,0.0,3.7,3.33,128.53,2.4,4,7644580817745400508,0.69,0.06
12.969916,77.625929,32.55531,76.12647,15.4,4,9,5,0,7.8,39,5,3.04,22.3,26.4,78.2,2.3,4.6,104,111.25,20,5.8,8.5,0,0.0,4.4,3.08,871.17,2.4,4,53193279959072877,1.06,0.24
12.976638,77.64205,28.98002,77.70636,7.4,2,15,2,0,43.0,43,1,13.6,10.8,27.8,67.1,8.9,3.6,103,103.1,42,6.7,8.5,1,14.8,2.7,2.1,1174.69,4.8,8,8845299922994937944,1.83,0.36
13.010197,77.592271,25.92493,73.66633,5.7,2,14,1,1,40.0,40,1,12.7,10.0,25.5,69.7,1.6,14.4,96,102.65,23,5.9,8.5,0,0.0,3.2,8.48,1002.33,2.4,4,984085503256456840,1.43,0.18
12.921412,77.573365,26.32293,91.00632,4.1,1,17,2,0,1.43,100,70,1.13,20.2,23.2,81.0,9.2,16.2,93,101.65,17,7.2,8.5,0,0.0,2.7,1.93,162.38,2.4,4,-8198902701573483154,0.6,0.15
12.983712,77.604474,12.1277,78.15794,20.8,2,15,3,0,1.75,49,28,1.23,12.4,20.3,67.5,10.2,1.1,104,104.15,48,6.8,8.5,0,0.0,3.0,4.71,557.29,4.8,8,2725927890378122277,0.34,0.34
12.937438,77.632218,22.4711,88.1453,1.0,3,16,3,0,35.0,35,1,11.2,13.1,31.4,74.4,8.1,3.0,72,106.15,30,6.9,8.5,0,0.0,4.5,2.32,703.89,4.8,8,-959451780814167974,0.69,0.3
12.955901,77.525925,30.21121,74.4818,19.5,4,21,1,0,1.75,49,28,1.23,14.5,24.7,90.9,7.1,0.9,87,102.1,23,6.8,8.5,1,0.0,4.1,3.65,552.03,2.4,4,-2588204236092030805,0.29,0.09
13.025093,77.650095,20.88098,75.11937,3.6,1,12,2,0,3.0,30,10,1.6,18.3,18.0,65.8,13.3,32.8,43,103.6,25,6.3,8.5,0,0.0,3.2,2.99,147.27,2.4,4,-2800614264508762341,0.64,0.05
12.937906,77.619133,24.81757,84.63445,6.7,4,12,4,0,17.0,51,3,5.8,14.4,30.2,58.7,12.4,9.5,79,105.5,25,5.9,8.5,1,13.4,3.7,6.58,677.97,4.8,8,6838721995105846005,0.61,0.09
12.908232,77.595853,25.6439,77.9129,4.5,1,8,2,0,2.71,46,17,1.51,18.6,30.5,52.8,8.3,9.6,101,103.15,29,6.3,8.5,0,0.0,4.0,8.94,151.41,2.4,4,-8912449372532072299,0.62,0.15
12.979633,77.701771,25.92127,86.79271,3.4,1,2,3,0,40.0,40,1,12.7,13.4,27.2,70.4,9.6,6.8,83,101.05,33,6.2,8.5,0,0.0,3.4,1.57,1075.77,2.4,4,1792448605091900774,1.55,0.2
